,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
527,G1,Leather Garments,Kgs,U Arab Emts,76645.0,0.202182,Leather Products,1.0,15496.23939,2014.0
528,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,China,75917.0,43.810204999999996,Fabric Materials,14.0,3325939.333,2014.0
529,K5,"Human Hair, Products Thereo",Kgs,China,28574.0,18.633273000000003,Cosmetics,6.0,532427.1427,2014.0
530,I3,Organic Chemicals,Kgs,China,3495407.0,8.191919,Chemicals,7.0,28634091.02,2014.0
531,K8,Plastic Raw Materials,Ton,China,1707.0,1.58266,Plastic Products,8.0,2701.6006199999997,2014.0
532,M1,Zinc And Products Made Of Zinc,Ton,China,402.0,0.34670100000000004,Metals,2.0,139.373802,2014.0
533,P2,Microwave ,Na,U Arab Emts,986.0,1.903445,Electronic Components,11.0,1876.79677,2014.0
534,P3,Washing Machine,Na,U Arab Emts,1.0,8.3e-05,Electronic Components,11.0,8.3e-05,2014.0
535,L6,Copper And Prdcts Made Of Copr,Ton,U Arab Emts,10.0,0.052289999999999996,Metals,2.0,0.5229,2014.0
536,H2,Fertilizers Crude,Ton,China,166073119.0,123.40481299999999,Fertilizers,3.0,20494222195.0,2014.0
537,H3,Fertilizers Manufactured,Ton,U Arab Emts,400.0,0.006326,Fertilizers,3.0,2.5304,2014.0
538,G1,Leather Garments,Kgs,China,363846.0,26.822284000000003,Leather Products,1.0,9759180.743999999,2014.0
539,L5,"Aluminium, Products Of Aluminm",Ton,U Arab Emts,107370.0,0.507121,Metals,2.0,54449.581770000004,2014.0
540,H7,Dyes,Kgs,China,574767.0,10.139339,Dyes,7.0,5827757.459,2014.0
541,G3,Leather Footwear Component,Kgs,U Arab Emts,993.0,5.995494,Leather Products,1.0,5953.525542,2014.0
542,L2,Other Plastic Items,Na,U Arab Emts,2.0,0.054105999999999994,Plastic Products,8.0,0.10821199999999999,2014.0
543,G8,Other Precious And Base Metals,Na,U Arab Emts,371656.0,307.45122000000003,Metals,2.0,114266090.6,2014.0
544,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,U Arab Emts,25.0,4.717038,Fabric Materials,14.0,117.92595,2014.0
545,M1,Zinc And Products Made Of Zinc,Ton,Thailand,20.0,0.042779000000000005,Metals,2.0,0.8555799999999999,2014.0
546,I3,Organic Chemicals,Kgs,Sri Lanka ,903.0,1.585176,Chemicals,7.0,1431.413928,2014.0
547,P6,Manmade Staple Fibre,Kgs,Sri Lanka ,817.0,3.630878,Fabric Materials,14.0,2966.427326,2014.0
548,O5,Motor Vehicle/Cars,Nos,Sri Lanka ,21986645.0,60.798898,Machinery and parts,10.0,1336763787.0,2014.0
549,K7,Packaging Materials,Ton,Sri Lanka ,210295.0,88.74551,Plastic Products,8.0,18662737.03,2014.0
550,H4,Ayush And Herbal Products,Kgs,Sri Lanka ,16.0,0.07495700000000001,Cosmetics,6.0,1.1993120000000002,2014.0
551,M1,Zinc And Products Made Of Zinc,Ton,Sri Lanka ,3369238.0,4.6558589999999995,Metals,2.0,15686697.07,2014.0
552,L5,"Aluminium, Products Of Aluminm",Ton,Sri Lanka ,4511826.0,2.340784,Metals,2.0,10561210.11,2014.0
553,H4,Ayush And Herbal Products,Kgs,Sri Lanka ,3845.0,0.08483500000000001,Cosmetics,6.0,326.190575,2014.0
554,I4,Other Miscellaenious Chemicals,Kgs,Sri Lanka ,55602.0,0.534037,Chemicals,7.0,29693.52527,2014.0
555,H5,"Bulk Drugs, Drug Intermediates",Kgs,South Africa,21082.0,0.155694,Chemicals,7.0,3282.3409079999997,2014.0
556,L6,Copper And Prdcts Made Of Copr,Ton,South Africa,19695.0,0.376151,Metals,2.0,7408.293945,2014.0
557,S1,Handcrfs(Excl.Handmade Crpts),Na,South Africa,20.0,0.091696,Handicrafts,12.0,1.83392,2014.0
558,L7,Lead And Products Made Of Led,Ton,South Africa,4232388.0,1.4869709999999998,Metals,2.0,6293438.217,2014.0
559,L8,"Nickel, Product Made Of Nickel",Ton,South Africa,252646.0,0.22610300000000003,Metals,2.0,57124.01854,2014.0
560,I3,Organic Chemicals,Kgs,South Africa,31836.0,0.240923,Chemicals,7.0,7670.024628,2014.0
561,N1,"Aircraft, Spacecraft And Parts",Na,Saudi Arab,0.0,0.000117,Machinery and Parts,10.0,0.0,2014.0
562,H9,Agro Chemicals,Kgs,Saudi Arab,1043000.0,2.570405,Fertilizers,3.0,2680932.415,2014.0
563,I5,Cosmetics And Toiletries,Na,Saudi Arab,975.0,0.010184,Cosmetics,6.0,9.9294,2014.0
564,H7,Dyes,Kgs,Saudi Arab,4143.0,7.9782649999999995,Dyes,7.0,33053.9519,2014.0
565,I2,Inorganic Chemicals,Kgs,Saudi Arab,415202.0,1.157718,Chemicals,7.0,480686.82899999997,2014.0
566,I4,Other Miscellaenious Chemicals,Kgs,Saudi Arab,1.0,0.003251,Chemicals,7.0,0.003251,2014.0
567,P7,Cotton Yarn,Ton,Saudi Arab,2.0,0.007770999999999999,Fabric Materials,14.0,0.015541999999999999,2014.0
568,H3,Fertilizers Manufactured,Ton,Saudi Arab,4432030.0,1.231467,Fertilizers,3.0,5457898.687999999,2014.0
569,G7,Silver,Kgs,Saudi Arab,245300.0,0.166549,Metals,2.0,40854.4697,2014.0
570,H7,Dyes,Kgs,Saudi Arab,1383.0,0.013946,Dyes,7.0,19.287318,2014.0
571,S2,Carpet(Excl. Silk) Handmade,Sqm,Saudi Arab,293394.0,7.014861,Handicrafts,12.0,2058118.128,2014.0
572,S4,Cotton Raw Incld. Waste,Ton,Saudi Arab,8605.0,13.124648,Fabric Materials,14.0,112937.59599999999,2014.0
573,S6,Petroleum Products,Ton,Saudi Arab,26368.0,44.180323,Petroleum Products,13.0,1164946.757,2014.0
574,K9,"Plastc Sht, Film, Plts Etc",Kgs,Saudi Arab,7095.0,0.752292,Plastic Products,8.0,5337.51174,2014.0
575,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Saudi Arab,4878105.0,19.638102,Machinery and Parts,10.0,95796723.56,2014.0
576,H5,"Bulk Drugs, Drug Intermediates",Kgs,Russia,120600.0,0.683276,Chemicals,7.0,82403.0856,2014.0
577,S2,Carpet(Excl. Silk) Handmade,Sqm,Russia,44480.0,0.78417,Handicrafts,12.0,34879.8816,2014.0
578,F9,Leather Goods,Na,Russia,874.0,35.012724,Leather Products,1.0,30601.12078,2014.0
579,G7,Silver,Kgs,Russia,512778.0,300.800179,Metals,2.0,154243714.2,2014.0
580,M3,Auto Components/Parts,Na,New Zealand,42285.0,1.208909,Machinery and Parts,10.0,51118.71707,2014.0
581,N2,Bicycle And Parts,Na,New Zealand,57.0,0.002431,Machinery and Parts,10.0,0.138567,2014.0
582,S2,Carpet(Excl. Silk) Handmade,Sqm,New Zealand,409426.0,0.012343999999999999,Handicrafts,12.0,5053.954544,2014.0
583,K5,"Human Hair, Products Thereo",Kgs,New Zealand,10.0,0.002373,Cosmetics,6.0,0.02373,2014.0
584,I4,Other Miscellaenious Chemicals,Kgs,New Zealand,613333.0,0.057915999999999995,Chemicals,7.0,35521.794030000005,2014.0
585,L4,Products Of Iron And Steel,Na,New Zealand,1720.0,0.014515,Metals,2.0,24.9658,2014.0
586,H9,Agro Chemicals,Kgs,Nepal,12.0,0.036031,Fertilizers,3.0,0.43237200000000003,2014.0
587,S2,Carpet(Excl. Silk) Handmade,Sqm,Nepal,19803.0,0.30411,Handicrafts,12.0,6022.29033,2014.0
588,P7,Cotton Yarn,Ton,Nepal,4286.0,0.051925,Fabric Materials,14.0,222.55055,2014.0
589,N3,"Cranes, Lifts And Winches",Na,Nepal,5555.0,0.801244,Machinery and parts,10.0,4450.91042,2014.0
590,N4,Refrigerator,Na,Nepal,999.0,0.020718,Electronic Components,11.0,20.697282,2014.0
591,R6,Jute Yarn,Ton,Nepal,20.0,36.147459999999995,Fabric Materials,14.0,722.9492,2014.0
592,L2,Other Plastic Items,Na,Nepal,43241.0,0.12480999999999999,Plastic Products,8.0,5396.90921,2014.0
593,Q4,"Wool, Raw",Kgs,Nepal,51523.0,0.164213,Fabric Materials,14.0,8460.746399,2014.0
594,M1,Zinc And Products Made Of Zinc,Ton,Nepal,6411.0,0.196405,Metals,2.0,1259.1524550000001,2014.0
595,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Myanmar,7.0,50.764507,Machinery and Parts,10.0,355.35154900000003,2014.0
596,P1,Consumer Electronics,Na,Myanmar,3263.0,0.0016899999999999999,Electronic Components,11.0,5.514469999999999,2014.0
597,H7,Dyes,Kgs,Myanmar,482871.0,16.166161,Dyes,7.0,7806170.328,2014.0
598,M4,Electrodes,Kgs,Myanmar,12770.0,0.006412,Accumulators and Batteries,9.0,81.88124,2014.0
599,L3,Iron And Steel,Ton,Myanmar,73176.0,4.88432,Metals,2.0,357415.0003,2014.0
600,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Myanmar,5423.0,0.006495999999999999,Fabric Materials,14.0,35.227808,2014.0
601,K7,Packaging Materials,Ton,Myanmar,737.0,0.09761399999999999,Plastic Products,8.0,71.941518,2014.0
602,Q9,Rmg Wool,Na,Myanmar,1039.0,0.070774,Fabric Materials,14.0,73.534186,2014.0
603,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Myanmar,197.0,0.000121,Fabric Materials,14.0,0.023837,2014.0
604,M3,Auto Components/Parts,Na,Malaysia,2.0,45.056178,Machinery and Parts,10.0,90.112356,2014.0
605,N2,Bicycle And Parts,Na,Malaysia,1.0,51.517934000000004,Machinery and Parts,10.0,51.517934000000004,2014.0
606,S1,Handcrfs(Excl.Handmade Crpts),Na,Malaysia,4710.0,1.638308,Handicrafts,12.0,7716.4306799999995,2014.0
607,N5,Ic Engines And Parts,Na,Malaysia,125.0,4.669378,Machinery and parts,10.0,583.67225,2014.0
608,R6,Jute Yarn,Ton,Malaysia,75.0,3.7165589999999997,Fabric Materials,14.0,278.741925,2014.0
609,G1,Leather Garments,Kgs,Malaysia,41163.0,392.267204,Leather Products,1.0,16146894.92,2014.0
610,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Malaysia,86.0,0.0033689999999999996,Fabric Materials,14.0,0.289734,2014.0
611,K7,Packaging Materials,Ton,Malaysia,661.0,4.9e-05,Plastic Products,8.0,0.032389,2014.0
612,Q9,Rmg Wool,Na,Malaysia,6672.0,78.920863,Fabric Materials,14.0,526559.9979,2014.0
613,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Japan,20.0,27.758313,Machinery and Parts,10.0,555.16626,2014.0
614,H4,Ayush And Herbal Products,Kgs,Japan,2.0,35.583344,Cosmetics,6.0,71.166688,2014.0
615,N2,Bicycle And Parts,Na,Japan,4.0,2.5081580000000003,Machinery and Parts,10.0,10.032632000000001,2014.0
616,I8,Auto Tyres And Tubes,Nos,Italy,64.0,5.828286,Rubber Products,5.0,373.010304,2014.0
617,H6,Dye Intermediates,Kgs,Italy,87412.0,1.1197979999999998,Dyes,7.0,97883.78278,2014.0
618,M4,Electrodes,Kgs,Italy,64160.0,104.631275,Accumulators and Batteries,9.0,6713142.603999999,2014.0
619,I4,Other Miscellaenious Chemicals,Kgs,Italy,3737337.0,71.65498000000001,Chemicals,7.0,267798808.0,2014.0
620,K8,Plastic Raw Materials,Ton,Italy,156188.0,1.07713,Plastic Products,8.0,168234.7804,2014.0
621,R8,Floor Cvrng Of Jute,Sqm,Iraq,370.0,6.7812410000000005,Handicrafts,12.0,2509.05917,2014.0
622,G9,Gold And Oth Precs Metl Jwlery,Na,Iraq,3400.0,0.220613,Metals,2.0,750.0842,2014.0
623,K5,"Human Hair, Products Thereo",Kgs,Iraq,64.0,1.3039370000000001,Cosmetics,6.0,83.45196800000001,2014.0
624,G3,Leather Footwear Component,Kgs,Iraq,10000.0,0.024887,Leather Products,1.0,248.87,2014.0
625,O5,Motor Vehicle/Cars,Nos,Iraq,175.0,0.030202,Machinery and parts,10.0,5.28535,2014.0
626,S6,Petroleum Products,Ton,Iraq,1.0,7.641792999999999,Petroleum Products,13.0,7.641792999999999,2014.0
627,K9,"Plastc Sht, Film, Plts Etc",Kgs,Iraq,1.0,0.011734999999999999,Plastic Products,8.0,0.011734999999999999,2014.0
628,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Iraq,687.0,0.588425,Fabric Materials,14.0,404.247975,2014.0
629,P8,"Cotton Fabrics, Madeups Etc.",Na,Iraq,15087.0,0.996136,Fabric Materials,14.0,15028.70383,2014.0
630,P2,Microwave ,Na,Iraq,9065.0,4.083983,Electronic Components,11.0,37021.305889999996,2014.0
631,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Iraq,1457.0,13.365079999999999,Fabric Materials,14.0,19472.92156,2014.0
632,K8,Plastic Raw Materials,Ton,Iraq,1779.0,1.433842,Plastic Products,8.0,2550.804918,2014.0
633,H3,Fertilizers Manufactured,Ton,Iraq,5.0,0.13378099999999998,Fertilizers,3.0,0.668905,2014.0
634,P1,Consumer Electronics,Na,Iran,2506.0,1.929366,Electronic Components,11.0,4834.991196,2014.0
635,L6,Copper And Prdcts Made Of Copr,Ton,Iran,3422.0,0.127137,Metals,2.0,435.06281399999995,2014.0
636,S4,Cotton Raw Incld. Waste,Ton,Iran,37.0,0.000321,Fabric Materials,14.0,0.011877,2014.0
637,L5,"Aluminium, Products Of Aluminm",Ton,Hong Kong,34740.0,12.820131,Metals,2.0,445371.3509,2014.0
638,L6,Copper And Prdcts Made Of Copr,Ton,Hong Kong,2221.0,1.8475130000000002,Metals,2.0,4103.326373,2014.0
639,P7,Cotton Yarn,Ton,Hong Kong,30.0,6.139572,Fabric Materials,14.0,184.18716,2014.0
640,I6,Plastic bags,Kgs,Hong Kong,1618.0,2.430385,Plastic Materials,8.0,3932.36293,2014.0
641,K5,"Human Hair, Products Thereo",Kgs,Hong Kong,2444.0,68.22800600000001,Cosmetics,6.0,166749.2467,2014.0
642,P6,Manmade Staple Fibre,Kgs,Hong Kong,15108673.0,0.247996,Fabric Materials,14.0,3746890.4689999996,2014.0
643,O5,Motor Vehicle/Cars,Nos,Hong Kong,10017.0,0.9741639999999999,Machinery and parts,10.0,9758.200788,2014.0
644,L8,"Nickel, Product Made Of Nickel",Ton,Hong Kong,6.0,36.929415999999996,Metals,2.0,221.576496,2014.0
645,S2,Carpet(Excl. Silk) Handmade,Sqm,Hong Kong,9656.0,13.964604999999999,Handicrafts,12.0,134842.2259,2014.0
646,H7,Dyes,Kgs,Hong Kong,2009.0,29.122988,Dyes,7.0,58508.08289,2014.0
647,H3,Fertilizers Manufactured,Ton,Hong Kong,5.0,5.133393,Fertilizers,3.0,25.666965,2014.0
648,R8,Floor Cvrng Of Jute,Sqm,Hong Kong,474.0,0.004520000000000001,Handicrafts,12.0,2.14248,2014.0
649,G3,Leather Footwear Component,Kgs,Hong Kong,521.0,26.277497999999998,Leather Products,1.0,13690.57646,2014.0
650,I6,Plastic tubes,Kgs,Hong Kong,41953.0,5428.082041,Plastic Materials,8.0,227724325.9,2014.0
651,L5,"Aluminium, Products Of Aluminm",Ton,Germany,326363.0,1.6765189999999999,Metals,2.0,547153.7704,2014.0
652,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Germany,3974055.0,149.07986,Machinery and Parts,10.0,592451563.0,2014.0
653,K5,"Human Hair, Products Thereo",Kgs,Germany,51917.0,586.571543,Cosmetics,6.0,30453034.8,2014.0
654,L3,Iron And Steel,Ton,Germany,10308.0,623.966447,Metals,2.0,6431846.136,2014.0
655,F9,Leather Goods,Na,Germany,2.0,0.6465890000000001,Leather Products,1.0,1.2931780000000002,2014.0
656,O3,Pumps Of All Types,Na,Germany,14321966.0,5.039571,Machinery and parts,10.0,72176564.52,2014.0
657,Q4,"Wool, Raw",Kgs,Germany,13.0,0.024225999999999998,Fabric Materials,14.0,0.314938,2014.0
658,L5,"Aluminium, Products Of Aluminm",Ton,France,23.0,27.371996999999997,Metals,2.0,629.555931,2014.0
659,H4,Ayush And Herbal Products,Kgs,France,742.0,19.726066,Cosmetics,6.0,14636.740969999999,2014.0
660,H8,"Drug Formulations, Biologicals",Kgs,France,184628.0,0.0010890000000000001,Chemicals,7.0,201.059892,2014.0
661,P3,Washing Machine,Na,France,2048663.0,0.102283,Electronic Components,11.0,209543.3976,2014.0
662,G2,Footwear Of Leather,Na,France,435.0,253.01640600000002,Leather Products,1.0,110062.1366,2014.0
663,K9,"Plastc Sht, Film, Plts Etc",Kgs,France,890000.0,22.249967,Plastic Products,8.0,19802470.63,2014.0
664,L4,Products Of Iron And Steel,Na,France,3200.0,169.888138,Metals,2.0,543642.0416,2014.0
665,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Denmark,40.0,17.36133,Machinery and Parts,10.0,694.4532,2014.0
666,M4,Electrodes,Kgs,China ,5301651.0,81.658211,Accumulators and Batteries,9.0,432923336.0,2014.0
667,G9,Gold And Oth Precs Metl Jwlery,Na,China ,208.0,0.000571,Metals,2.0,0.11876800000000001,2014.0
668,L7,Lead And Products Made Of Led,Ton,China ,0.0,544.8843320000001,Metals,2.0,0.0,2014.0
669,L8,"Nickel, Product Made Of Nickel",Ton,China ,3434.0,37.016067,Metals,2.0,127113.1741,2014.0
670,I9,Othr Rubber Prodct Excpt Footw,Na,China ,43775.0,61.359019999999994,Rubber Products,5.0,2685991.1010000003,2014.0
671,S3,Silk Carpet,Sqm,China ,3.0,338.120023,Fabric Materials,14.0,1014.360069,2014.0
672,O9,"Computer Hardware, Peripherals",Na,China ,19094.0,0.12487899999999999,Machinery and Parts,10.0,2384.4396260000003,2014.0
673,N4,Air conditioner,Na,China ,666.0,20.753784,Electronic Components,11.0,13822.02014,2014.0
674,P2,Microwave ,Na,China ,6330.0,9.718599000000001,Electronic Components,11.0,61518.73167000001,2014.0
675,H2,Fertilizers Crude,Ton,China ,1.0,0.004229,Fertilizers,3.0,0.004229,2014.0
676,J1,Footwear Of Rubber/Canvas Etc.,Na,China ,114.0,1.182721,Rubber Products,5.0,134.830194,2014.0
677,S6,Petroleum Products,Ton,China,25408467.0,22.08062,Petroleum Products,13.0,561034704.6,2014.0
678,H9,Agro Chemicals,Kgs,China,76848.0,144.661236,Fertilizers,3.0,11116926.66,2014.0
679,L5,"Aluminium, Products Of Aluminm",Ton,China,17429.0,0.23151100000000002,Metals,2.0,4035.0052189999997,2014.0
680,H5,"Bulk Drugs, Drug Intermediates",Kgs,China,172.0,0.40727800000000003,Chemicals,7.0,70.051816,2014.0
681,S2,Carpet(Excl. Silk) Handmade,Sqm,China,5137001.0,481.412433,Handicrafts,12.0,2473016150.0,2014.0
682,P1,Consumer Electronics,Na,China,18128.0,0.23265300000000003,Electronic Components,11.0,4217.533584000001,2014.0
683,I5,Cosmetics And Toiletries,Na,China,124727.0,289.085413,Cosmetics,6.0,36056756.31,2014.0
684,I2,Inorganic Chemicals,Kgs,China,45.0,0.301475,Chemicals,7.0,13.566375,2014.0
685,I3,Organic Chemicals,Kgs,China,4778547.0,13.774329000000002,Chemicals,7.0,65821278.52,2014.0
686,O5,Motor Vehicle/Cars,Nos,China,2032.0,3.000997,Machinery and parts,10.0,6098.025904,2014.0
687,F8,Finished Leather,Kgs,China,333090981.0,205.455023,Leather Products,1.0,68435215162.0,2014.0
688,H5,"Bulk Drugs, Drug Intermediates",Kgs,China,124727.0,289.085413,Chemicals,7.0,36056756.31,2014.0
689,G3,Leather Footwear Component,Kgs,China,51210.0,1.1496309999999998,Leather Products,1.0,58872.60351,2014.0
690,M2,Oth Non Ferous Metal And Prodc,Kgs,China,849289.0,4.137588,Metals,2.0,3514007.975,2014.0
691,S6,Petroleum Products,Ton,China,108443.0,1225.80795,Petroleum Products,13.0,132930291.5,2014.0
692,H7,Dyes,Kgs,China,97166.0,0.00981,Dyes,7.0,953.19846,2014.0
693,L7,Lead And Products Made Of Led,Ton,China,125560.0,2.052466,Metals,2.0,257707.63100000002,2014.0
694,E5,Natural Rubber,Ton,China,80010.0,1.397123,Rubber Products,5.0,111783.8112,2014.0
695,K9,"Plastc Sht, Film, Plts Etc",Kgs,China,1020.0,8.120238,Plastic Products,8.0,8282.642759999999,2014.0
696,M1,Zinc And Products Made Of Zinc,Ton,China,245300.0,22.27001,Metals,2.0,5462833.453,2014.0
697,O4,"Aircraft, Spacecraft And Parts",Na,China,27245426.0,152.163126,Machinery and Parts,10.0,4145749189.0,2014.0
698,N7,"Atm, Injctng Mlding Mchnry Etc",Na,China,5.0,66.52507800000001,Machinery and Parts,10.0,332.62539,2014.0
699,H4,Ayush And Herbal Products,Kgs,China,27.0,0.0008289999999999999,Cosmetics,6.0,0.022383,2014.0
700,N2,Bicycle And Parts,Na,China,2.0,0.054105999999999994,Machinery and Parts,10.0,0.10821199999999999,2014.0
701,P1,Consumer Electronics,Na,China,576252.0,19.660773000000002,Electronic Components,11.0,11329559.76,2014.0
702,S4,Cotton Raw Incld. Waste,Ton,China,327024.0,1.418762,Fabric Materials,14.0,463969.2243,2014.0
703,H3,Fertilizers Manufactured,Ton,China,27.0,1.1780389999999998,Fertilizers,3.0,31.807053000000003,2014.0
704,K5,"Human Hair, Products Thereo",Kgs,China,36121.0,6.7357949999999995,Cosmetics,6.0,243303.6512,2014.0
705,L3,Iron And Steel,Ton,China,1264120.0,523.488852,Metals,2.0,661752727.6,2014.0
706,O5,Motor Vehicle/Cars,Nos,China,12184.0,0.016506,Machinery and parts,10.0,201.109104,2014.0
707,K8,Plastic Raw Materials,Ton,China,280.0,0.011236,Plastic Products,8.0,3.14608,2014.0
708,H7,Dyes,Kgs,China,29813370.0,6.977807,Dyes,7.0,208031941.9,2014.0
709,H2,Fertilizers Crude,Ton,China,1758.0,8.191881,Fertilizers,3.0,14401.3268,2014.0
710,L8,"Nickel, Product Made Of Nickel",Ton,China,1000.0,0.000975,Metals,2.0,0.975,2014.0
711,I4,Other Miscellaenious Chemicals,Kgs,China,20555.0,0.388727,Chemicals,7.0,7990.283484999999,2014.0
712,K7,Packaging Materials,Ton,China,1233.0,1.956739,Plastic Products,8.0,2412.659187,2014.0
713,H8,"Drug Formulations, Biologicals",Kgs,Canada,100.0,11.305619,Chemicals,7.0,1130.5619,2014.0
714,G2,Footwear Of Leather,Na,Canada,505559.0,0.06612699999999999,Leather Products,1.0,33431.099989999995,2014.0
715,R6,Jute Yarn,Ton,Canada,32.0,35.543585,Fabric Materials,14.0,1137.39472,2014.0
716,L7,Lead And Products Made Of Led,Ton,Canada,0.0,5.344322,Metals,2.0,0.0,2014.0
717,G1,Leather Garments,Kgs,Canada,84983.0,0.001131,Leather Products,1.0,96.115773,2014.0
718,O5,Motor Vehicle/Cars,Nos,Canada,4.0,0.020538,Machinery and parts,10.0,0.082152,2014.0
719,K9,"Plastc Sht, Film, Plts Etc",Kgs,Canada,4268383.0,9.1e-05,Plastic Products,8.0,388.422853,2014.0
720,O6,"Railwy Trnsprt Equipmnts, Prts",Na,Canada,889.0,6.637453999999999,Machinery and parts,10.0,5900.696606,2014.0
721,Q9,Rmg Wool,Na,Canada,3325.0,27.01401,Fabric Materials,14.0,89821.58325,2014.0
722,O9,"Computer Hardware, Peripherals",Na,Brazil,17104.0,159.148864,Machinery and Parts,10.0,2722082.17,2014.0
723,L6,Copper And Prdcts Made Of Copr,Ton,Brazil,308.0,0.039702999999999995,Metals,2.0,12.228524,2014.0
724,N3,"Cranes, Lifts And Winches",Na,Brazil,6900.0,15.454889000000001,Machinery and parts,10.0,106638.7341,2014.0
725,J1,Footwear Of Rubber/Canvas Etc.,Na,Brazil,345.0,1.211993,Rubber Products,5.0,418.137585,2014.0
726,L3,Iron And Steel,Ton,Brazil,42553.0,10.874231,Metals,2.0,462731.1517,2014.0
727,R6,Jute Yarn,Ton,Brazil,4.0,11.301905999999999,Fabric Materials,14.0,45.207623999999996,2014.0
728,I3,Organic Chemicals,Kgs,Brazil,18365355.0,0.6125189999999999,Chemicals,7.0,11249128.88,2014.0
729,L4,Products Of Iron And Steel,Na,Brazil,858.0,1.261607,Metals,2.0,1082.458806,2014.0
730,F5,Rechargable Batteries,Kgs,Brazil,2019.0,0.085866,Accumulators and Batteries,9.0,173.363454,2014.0
731,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Brazil,112.0,19.98715,Fabric Materials,14.0,2238.5608,2014.0
732,O4,"Aircraft, Spacecraft And Parts",Na,Bhutan,2472.0,2.3560630000000002,Machinery and Parts,10.0,5824.187736,2014.0
733,H8,"Drug Formulations, Biologicals",Kgs,Bhutan,2065.0,0.015851,Chemicals,7.0,32.732315,2014.0
734,M2,Oth Non Ferous Metal And Prodc,Kgs,Bhutan,226357.0,1.451702,Metals,2.0,328602.9096,2014.0
735,S2,Carpet(Excl. Silk) Handmade,Sqm,Bangladesh,290.0,0.0007469999999999999,Handicrafts,12.0,0.21663000000000002,2014.0
736,O9,"Computer Hardware, Peripherals",Na,Bangladesh,290.0,0.001454,Machinery and Parts,10.0,0.42166000000000003,2014.0
737,H2,Fertilizers Crude,Ton,Bangladesh,1826.0,3.483768,Fertilizers,3.0,6361.360368,2014.0
738,G3,Leather Footwear Component,Kgs,Bangladesh,2274.0,16.629158,Leather Products,1.0,37814.70529,2014.0
739,G2,Footwear Of Leather,Na,Australia,476175.0,11.090871,Leather Products,1.0,5281195.498,2014.0
740,G8,Other Precious And Base Metals,Na,Australia,7221.0,0.9521780000000001,Metals,2.0,6875.6773379999995,2014.0
741,H5,"Bulk Drugs, Drug Intermediates",Kgs,Afghanistan,2861656.0,0.0062450000000000006,Chemicals,7.0,17871.041719999997,2014.0
742,P2,Microwave ,Na,Afghanistan,1788.0,0.031673,Electronic Components,11.0,56.631324,2014.0
743,L3,Iron And Steel,Ton,Afghanistan,1302.0,6.374757,Metals,2.0,8299.933614,2014.0
744,K8,Plastic Raw Materials,Ton,Afghanistan,1869.0,0.001227,Plastic Products,8.0,2.293263,2014.0
745,M2,Oth Non Ferous Metal And Prodc,Kgs,USA,982231.0,0.012884,Metals,2.0,12655.0642,2015.0
746,Q7,Rmg Silk,Na,USA,6615.0,3.000997,Fabric Materials,14.0,19851.59516,2015.0
747,I8,Auto Tyres And Tubes,Nos,USA,296057.0,1.162937,Rubber Products,5.0,344295.6394,2015.0
748,L6,Copper And Prdcts Made Of Copr,Ton,USA,143.0,0.23265300000000003,Metals,2.0,33.269379,2015.0
749,P7,Cotton Yarn,Ton,USA,1121.0,97.624177,Fabric Materials,14.0,109436.7024,2015.0
750,G1,Leather Garments,Kgs,USA,2264.0,658.335223,Leather Products,1.0,1490470.945,2015.0
751,O5,Motor Vehicle/Cars,Nos,USA,212374.0,1422.0259039999999,Machinery and parts,10.0,302001329.3,2015.0
752,I3,Organic Chemicals,Kgs,USA,20512943.0,0.301475,Chemicals,7.0,6184139.491,2015.0
753,P6,Manmade Staple Fibre,Kgs,U S A,422835835.0,266.99051299999996,Fabric Materials,14.0,113000000000.0,2015.0
754,H4,Ayush And Herbal Products,Kgs,U S A,1978.0,11.648539999999999,Cosmetics,6.0,23040.81212,2015.0
755,P1,Consumer Electronics,Na,U S A,17429.0,0.23151100000000002,Electronic Components,11.0,4035.0052189999997,2015.0
756,I5,Cosmetics And Toiletries,Na,U S A,526793.0,10.036732,Cosmetics,6.0,5287280.16,2015.0
757,I6,Plastic tubes,Kgs,U S A,461350.0,285.888782,Plastic Materials,8.0,131894789.6,2015.0
758,S4,Cotton Raw Incld. Waste,Ton,U S A,59.0,0.085962,Fabric Materials,14.0,5.071758,2015.0
759,H2,Fertilizers Crude,Ton,U S A,13392.0,26.630012,Fertilizers,3.0,356629.1207,2015.0
760,I2,Inorganic Chemicals,Kgs,U S A,13943926.0,5.763,Chemicals,7.0,80358845.54,2015.0
